dam,IV,A/E,PRB,PRB2
Widden Fields GB,1.66,1.91,0.485,0.345
Clooragh Rose GB,0,0,0.449,0.225
Lady Counsel (IRE),0,0,0,0
Parkers Cove (USA),0,0,0.529,0.318
Diavolina (USA),2.113,1.217,0.647,0.509
Desert Magic (IRE),0,0,0.191,0.059
Out Of Fashion (IRE),0,0,0.559,0.368
Pharaway Stream (IRE),0,0,0.067,0.009
Buckleby GB,0,0,0.658,0.481
Rosies Tower (IRE),0,0,0.665,0.464
Glens Pride GB,0,0,0.347,0.144
Polly Platinum (IRE),0,0,0.314,0.12
Low Hill GB,2.583,1.559,0.738,0.592
Glen Kella Manx GB,0,0,0.16,0.052
Lady Naign GB,0,0,0.756,0.589
Country Choice (IRE),0,0,0.61,0.434
Curraghtown GB,0,0,0.636,0.423
Ellway Lady (IRE),0,0,0.36,0.139
Stephicka (FR),0,0,0.302,0.1
As She Goes (IRE),0,0,0.261,0.108
Overgenerous GB,0,0,0.163,0.043
Collon Glens GB,0,0,0.251,0.115
Regal Bloom (IRE),0,0,0.249,0.084
Ski Slope (IRE),0,0,0.613,0.394
Maryland Flagship GB,0,0,0.539,0.342
Diklers Queen (IRE),1.453,1.63,0.477,0.325
Commanche Choir (IRE),0,0,0.309,0.131
Coolyhennan GB,0,0,0.233,0.153
Castle Leader (IRE),0,0,0.088,0.008
My Robin (IRE),0,0,0,0
Schu Rose (IRE),0,0,0.181,0.05
Its All Taboo GB,2.905,1.046,0.741,0.576
Kerryhead Girl (IRE),2.179,1.046,0.632,0.494
Pima (IRE),2.324,1.396,0.677,0.535
Lifes Treasure (IRE),0,0,0.071,0.01
Nestley River (IRE),1.937,1.515,0.627,0.427
Saucy Gale (IRE),0,0,0.54,0.386
Molly Dodds (IRE),0.726,0.721,0.573,0.434
Polls Joy GB,2.324,2.121,0.652,0.505
Triple DOr GB,3.874,3.43,0.656,0.54
Another Agent GB,0,0,0.289,0.148
Galley Haven (IRE),0,0,0.461,0.214
Takeall GB,0,0,0.506,0.279
Aurliano (IRE),0,0,0.247,0.099
Glenmore Memories (IRE),0.894,0.947,0.485,0.341
Zalamera GB,0,0,0.244,0.084
Woodville Time (IRE),5.811,3.333,0.5,0.5
Brown Trout (IRE),0,0,0.749,0.605
Squawbil GB,0,0,0.824,0.678
Stranger Still GB,0,0,0.647,0.419
Night Taxi (IRE),0,0,0.206,0.085
South Ofthe Border GB,0,0,0.724,0.569
Whistling Brew (IRE),0,0,0,0
HoneydewI (IRE),4.649,1.901,0.724,0.665
Simply Sarah GB,0,0,0.632,0.438
Coral Cottage (IRE),2.324,1.457,0.789,0.659
Daisy A Day (IRE),2.905,3.062,0.839,0.722
Albeit GB,2.324,1.209,0.678,0.543
Brightness GB,1.162,1.364,0.428,0.27
Mistaken Lady (IRE),0,0,0.428,0.27
The Better Half (IRE),0,0,0.105,0.033
Magic Oats GB,0,0,0.653,0.495
The Village Vixen (IRE),0,0,0.211,0.044
Golden Cascades (IRE),0,0,0,0
Native Crystal (IRE),0,0,0.426,0.313
Bonnies Glory GB,0,0,0.731,0.637
Slave Gale (IRE),0,0,0.85,0.73
Singular Broad (USA),0,0,0.621,0.4
Carrigeen Kerria (IRE),2.583,2.023,0.773,0.635
Margurites Pet (IRE),0,0,0.332,0.143
Nyali Beach (IRE),0,0,0.34,0.169
Contera GB,0,0,0,0
Night Course GB,0,0,0.833,0.701
Old Clover GB,0,0,0.8,0.64
Moving Well GB,0,0,0.41,0.235
Glencairn Belle GB,0,0,0.665,0.451
Dont Ask Johnny (IRE),0,0,0.392,0.214
Musical Approach I (IRE),0,0,0.626,0.425
Clonboo Princess (IRE),0,0,0.286,0.108
Ferry Boat Lady GB,0,0,0.362,0.161
The Ladys Last (IRE),2.905,0.926,0.649,0.547
Cherry Ripe GB,0,0,0.067,0.004
No Dunce (IRE),1.453,1.428,0.717,0.553
Celias Pet (IRE),1.453,2.1,0.562,0.396
Colonial Line (USA),1.056,1.146,0.531,0.397
Riopoless GB,0,0,0.573,0.334
Jackson Miss GB,0,0,0.607,0.442
Corvally GB,0,0,0.379,0.219
Kelvedon GB,0,0,0.314,0.099
Aridje GB,0,0,0.244,0.111
Montevelle (IRE),1.453,1.314,0.606,0.465
Morrys Lady GB,0,0,0.439,0.264
Crackle Moor GB,1.453,0.867,0.685,0.552
Deenish (IRE),0,0,0.227,0.103
Castlewarren Girl (IRE),0,0,0.466,0.287
Garrenroe GB,1.788,1.383,0.496,0.362
Castle-Etta (IRE),0,0,0.267,0.142
Superlee (IRE),0,0,0.341,0.207
Miss Muppet (IRE),2.324,1.067,0.815,0.686
Cupids Arrow GB,0,0,0.703,0.521
Whose Yer Wan (IRE),0,0,0.576,0.362
Gaelic Million (IRE),0,0,0.521,0.336
Arakeepa GB,0,0,0.326,0.215
Sallaghan (IRE),0,0,0.104,0.017
Stormin Jane (USA),0,0,0.697,0.559
Shazam (IRE),0,0,0.358,0.212
Sarcastic (IRE),0,0,0.658,0.516
Sassy Bonne GB,0,0,0.485,0.357
Ms Brooks (IRE),1.341,0.755,0.545,0.398
Mrs Pegasus GB,0,0,0.566,0.423
Butlers Meadow (IRE),0,0,0.532,0.381
Arab Art GB,0,0,0.637,0.429
Glena Gale (IRE),0,0,0.596,0.414
Lisnagar Lady (IRE),0,0,0.197,0.04
Spritesridge (USA),0,0,0.223,0.074
Whisky And A Lager (IRE),0,0,0.438,0.243
Fordes Cross GB,3.32,2.401,0.733,0.614
Justuandi (IRE),0,0,0.308,0.128
Fairbrook GB,0,0,0.352,0.136
Rocky View (IRE),0,0,0.333,0.111
Noisy Kiss (IRE),0,0,0.44,0.271
Elea Victoria (IRE),0,0,0.441,0.316
Buck Away GB,0,0,0.125,0.021
Randy Rose (IRE),0,0,0.056,0.003
Callgorge (IRE),0,0,0,0
Sweet Lady GB,1.66,0.649,0.758,0.678
Petit Guest GB,0,0,0.492,0.289
Octavia Girl GB,0,0,0.597,0.429
Erin Laurel (IRE),0,0,0.348,0.193
Lady Of Aherlow GB,0,0,0.262,0.101
Calora (USA),0,0,0.372,0.196
Star Rose GB,0,0,0.12,0.029
Ewood Rose (IRE),0,0,0.411,0.262
Soupcon GB,0,0,0.192,0.074
Strong Wings GB,4.649,1.863,0.568,0.514
Monalee Dream (IRE),0,0,0.224,0.08
Ladys Bid (IRE),0,0,0.136,0.022
Ajnas (IRE),0,0,0.307,0.174
Lughnasas Dance (IRE),0,0,0.083,0.021
Deylviyna (IRE),5.811,2.09,0.889,0.809
Fire The Groom (USA),1.937,0.644,0.729,0.559
Al Persian (IRE),0,0,0.714,0.533
Flight Soundly (IRE),3.874,2.158,0.73,0.615
Golden Cat (USA),0,0,0.478,0.326
Balance The Books GB,2.905,2.357,0.519,0.401
Myro Balanne (IRE),0,0,0.508,0.324
Gradille GB,0,0,0.327,0.146
Diary Date (USA),0,0,0.362,0.197
Rose Bourbon (USA),2.324,1.435,0.608,0.473
Fuzzy Math (USA),0,0,0.36,0.149
Be My Folly (IRE),1.453,1.283,0.527,0.391
Northumbrian Belle (IRE),0,0,0.346,0.231
Anega GB,1.66,1.472,0.412,0.327
Covette GB,0,0,0.621,0.43
Power Run GB,2.583,1.436,0.734,0.579
Just Clara GB,2.113,1.539,0.645,0.489
Mortarstown VII GB,0,0,0.579,0.353
Mai Hoo GB,0,0,0.262,0.082
Only Great GB,0,0,0.171,0.044
Awbeg Princess GB,0,0,0.083,0.014
Na Moilltear (IRE),0,0,0.221,0.073
Gerdando Lady (IRE),2.179,1.548,0.624,0.511
Ribo Be Good GB,0,0,0.452,0.297
Perfect Peace (IRE),1.937,0.671,0.705,0.581
Torgyl GB,0,0,0.436,0.314
Garden Fair (IRE),0,0,0.785,0.619
Fayolia (FR),0,0,0.633,0.447
Daring Dream (IRE),0,0,0.632,0.399
What A Topper (IRE),0,0,0.311,0.138
Cherryogan (IRE),0,0,0.421,0.177
The Well (IRE),0,0,0.483,0.261
Oare Linnet GB,0,0,0.142,0.028
Thats Luck (IRE),0,0,0.118,0.028
Scots Lass GB,0,0,0.549,0.378
Coolrain Lady (IRE),0,0,0.269,0.087
Lady Di Pomadora (USA),0,0,0.592,0.384
Filigree (FR),0,0,0.583,0.422
Jour Ferie (IRE),1.937,0.866,0.815,0.68
Guilinn (IRE),0,0,0.371,0.18
Urgent Liaison (IRE),0,0,0.487,0.293
Sammies Dozer (IRE),3.32,1.485,0.813,0.687
Royal Myth (USA),2.905,1.783,0.725,0.615
What A Brownie GB,0,0,0.45,0.273
Rusa Fee (FR),0,0,0.412,0.17
Shining Spear GB,0,0,0.308,0.15
Endascopic GB,1.66,2.32,0.363,0.271
Attrape (USA),3.32,1.922,0.611,0.459
Tadasna (IRE),5.811,4.282,0.758,0.647
Ducking GB,0,0,0.47,0.301
Superior Don GB,0,0,0.127,0.017
Saytarra (USA),0,0,0.463,0.275
Shean Hill (IRE),0,0,0.38,0.22
She Smiles (IRE),11.621,9,1,1
Moscow Lady (IRE),0,0,0.312,0.195
Foxy-Lady (IRE),0,0,0.645,0.492
Loch Phar (IRE),0,0,0.389,0.234
After A Fashion GB,0,0,0.622,0.397
Liskilnewabbey (IRE),0,0,0.533,0.332
Miss Daisy Dee GB,0,0,0.368,0.199
Une De Montceau (FR),0,0,0.277,0.133
First Session (IRE),0,0,0.554,0.308
Mount Helena GB,0,0,0.455,0.218
Redeemagain (IRE),0,0,0.288,0.087
Grove Charm GB,0,0,0.105,0.022
Margoton (FR),3.874,1.145,0.824,0.695
Mont Eilat (IRE),0,0,0.701,0.508
Sea Skin GB,0,0,0.769,0.596
Tidal Moon (IRE),0,0,0.443,0.225
Native Orchid (IRE),0,0,0.483,0.272
Parsons Choice (IRE),0,0,0.228,0.071
Sea Folly (IRE),0,0,0.483,0.269
Arctic Dark GB,0,0,0.183,0.051
Fourtwooneagain (IRE),0,0,0.261,0.111
Miss Kamsy GB,0,0,0.263,0.069
Precipice Moss GB,0,0,0.179,0.034
Driftwood (IRE),0,0,0.491,0.306
Bedahokey (IRE),0,0,0.088,0.008
Daraheen Pearl GB,0,0,0.122,0.018
Windmill Theatre (IRE),0,0,0,0
Golden Jorden (IRE),0,0,0.685,0.511
Talina GB,2.905,2.555,0.777,0.635
Vampirella (FR),0,0,0.661,0.463
Mystical City (IRE),0,0,0.386,0.194
Lady Bennington GB,0,0,0.217,0.063
I Will I (IRE),0,0,0.35,0.163
Belle Epoque GB,2.905,4.048,0.44,0.305
Chepstow House (USA),0,0,0.598,0.417
Sadlers Societe (IRE),0,0,0.557,0.342
Lucky Oakwood (USA),0,0,0.305,0.102
Ill Do It My Way I (USA),0,0,0.179,0.043
Spanker GB,2.682,2.573,0.561,0.423
Shydico (IRE),0,0,0.354,0.125
Carra Mia (USA),0,0,0.141,0.034
Propunt GB,3.874,7.433,0.611,0.565
Deep Rouge GB,0,0,0.479,0.302
Fairy Don GB,0,0,0.492,0.265
Ma Petite Femme GB,0,0,0.305,0.165
Maxs Error (IRE),0,0,0.374,0.165
Run In Time GB,0,0,0.157,0.062
Guernsey Girl GB,1.66,1.129,0.637,0.485
Fataana (USA),1.66,0.93,0.717,0.568
Miss Paddy (IRE),0,0,0.5,0.306
Brushaside Spa (IRE),1.937,3.186,0.449,0.294
Dark Friend (IRE),1.056,1.301,0.431,0.275
Playtime Girl (IRE),0,0,0.435,0.232
Noble Nancy GB,0,0,0.211,0.044
Anaglogs Last (IRE),1.937,0.969,0.588,0.482
Rosemary Mac (IRE),0,0,0.081,0.013
Kimclare GB,2.324,2.979,0.612,0.493
High Kash (FR),0,0,0.656,0.49
Clahada Rose (IRE),1.056,0.569,0.742,0.612
Maidstown Lady (IRE),0,0,0.404,0.224
Wire To Wire GB,0,0,0.053,0.006
Angels Three (IRE),0,0,0.085,0.011
Secret Door I (IRE),0,0,0,0
Lady Blayney (IRE),2.905,4.152,0.615,0.46
Bright I (NZ),1.291,0.564,0.814,0.697
Lady Fawley GB,1.291,0.915,0.654,0.488
Bowland Girl (IRE),0,0,0.654,0.437
Ore Galore (IRE),0,0,0.587,0.367
Rainy Weather GB,1.453,0.987,0.699,0.522
Pike Leader (IRE),3.874,4.847,0.642,0.495
Cappagh Glen (IRE),0,0,0.223,0.114
Ninas Best GB,0,0,0.32,0.142
Oh River (IRE),0,0,0.242,0.094
Revida Girl GB,0,0,0.211,0.052
Extra Chance GB,0,0,0.263,0.069
Bula Vogue (IRE),0,0,0.07,0.015
Pepsi Starlet (IRE),0,0,0.053,0.003
Aoifes Delight (IRE),1.937,2.378,0.539,0.458
Jadirah (USA),0,0,0.508,0.321
Jilted (IRE),1.291,1.042,0.492,0.314
Sublime Polly (IRE),0,0,0.117,0.019
Colourful Cast (IRE),3.874,2.002,0.658,0.559
Atlantic Record GB,1.162,0.798,0.7,0.53
Wild Rose Of York GB,0,0,0.071,0.015
Tendermark GB,0,0,0.168,0.055
Snowy Owl (USA),0,0,0.107,0.013
Delightful Time GB,0,0,0.729,0.547
Joaney How GB,0,0,0.357,0.175
Sharp Dresser I (USA),5.811,3.818,0.945,0.898
Nimble Wind GB,0,0,0.4,0.211
Ballyglisheen Star (IRE),0,0,0.402,0.176
Into The Wood GB,0,0,0.362,0.138
Miss Ivy (IRE),0,0,0.354,0.16
Dysart Abbey (IRE),0,0,0.079,0.012
Wayward Queen GB,2.905,4.639,0.471,0.369
Karlybelle (FR),0,0,0.841,0.714
Dawn Adams (IRE),0,0,0.526,0.408
La Magnanime GB,0,0,0.767,0.594
Push Bike GB,0,0,0.623,0.39
Annida (IRE),0,0,0.165,0.072
Precious Gale (IRE),0,0,0.426,0.195
Cloncunny GB,0,0,0.528,0.329
Native Sunset (IRE),0,0,0.316,0.1
Super Slaney GB,0,0,0.211,0.044
Taufans Pal GB,0,0,0.289,0.105
Commanche Villa (IRE),0,0,0.083,0.01
Murphys Venture (IRE),0,0,0.065,0.004
Dalanas Pet VII GB,0,0,0.253,0.093
Jameela (IRE),1.056,0.592,0.54,0.377
Regent Gold (USA),0,0,0.442,0.273
Platin Rose (IRE),0,0,0.158,0.041
Adua (IRE),1.66,1.031,0.69,0.552
Twin Logic (USA),0,0,0.531,0.308
Streak Of Silver I (USA),0,0,0.467,0.225
Santissima (IRE),0,0,0.173,0.037
Lala Musa GB,0,0,0.128,0.026
Native Magic GB,1.66,1.411,0.661,0.476
Ellaline GB,0,0,0.429,0.26
Dying Craft GB,3.32,2.735,0.591,0.472
Crazy Lady GB,0,0,0.253,0.108
Unopposed GB,0,0,0.343,0.178
Glowing Lines (IRE),0,0,0.454,0.292
Surprise Move (IRE),0,0,0.111,0.025
Sno-Cat Lady (IRE),0,0,0.732,0.558
Woge (GER),0,0,0.399,0.176
Mrs Mills GB,0,0,0.483,0.255
Dereengloss (IRE),0,0,0.427,0.188
Tremmin GB,0,0,0.266,0.107
Home Rejoicing GB,0,0,0.26,0.111
Dallas Rose (IRE),0,0,0.148,0.036
Jrred Up (IRE),0,0,0.026,0.001
Mauradonna (IRE),0,0,0,0
Stormy Miss (IRE),2.324,0.984,0.806,0.665
Coal Miners Girl (IRE),3.874,1.756,0.95,0.904
Medjella (USA),0,0,0.409,0.218
Laffans Bridge (IRE),0,0,0.363,0.188
Dunleckney GB,0,0,0.603,0.398
Donnasoo (IRE),0,0,0.25,0.069
House Of Laughter (IRE),0,0,0.25,0.062
Noddi Fliw GB,0,0,0.167,0.028
Valiyist (IRE),0,0,0.083,0.007
Bijubu (IRE),0,0,0.695,0.551
Nanas Gift GB,0,0,0.535,0.359
Next Adventure (IRE),0,0,0.371,0.242
Tacova GB,0,0,0.421,0.177
Ballyadam Rose (IRE),0,0,0.37,0.222
Gentle Lass GB,0,0,0.132,0.035
Rangiora (AUS),0,0,0.308,0.113
Imminent Approach (IRE),0,0,0.089,0.016
Verified (IRE),0,0,0.194,0.069
Reve Clair GB,2.324,1.799,0.778,0.639
Always Proud (IRE),0,0,0.55,0.342
Risk-A-Dinge (IRE),0.894,1.137,0.414,0.247
Slave Hero (IRE),3.874,0.85,0.914,0.84
Licimba (GER),4.649,1.851,0.798,0.735
La Meilleure GB,0,0,0.487,0.302
Duchess Of Cork (IRE),1.453,0.835,0.729,0.591
Back To The Nest (IRE),1.937,1.089,0.715,0.565
Mursuma GB,2.49,1.198,0.719,0.573
Fleurie (GER),0,0,0.457,0.26
Old Mother Hubbard (IRE),0,0,0.424,0.293
Manna From Heaven GB,0,0,0.347,0.125
Diyala I (FR),3.874,1.781,0.879,0.789
Roberto Moss GB,3.874,2.662,0.837,0.719
Ellora Du Clos (FR),0,0,0.679,0.524
Chaunticlear (IRE),1.788,0.971,0.59,0.509
Culrua Rosie (IRE),1.291,1.479,0.5,0.36
Conna Bride Lady (IRE),1.453,1.296,0.443,0.345
Wind Of Roses (USA),0,0,0.14,0.059
All Of A Kind (IRE),0,0,0.501,0.371
Lovely Run GB,1.453,0.631,0.747,0.653
Atteses (IRE),2.905,1.871,0.375,0.312
Remany GB,0,0,0.702,0.527
Billys Step GB,1.453,1.416,0.707,0.525
Tiverton Castle (IRE),0,0,0.502,0.297
Vearia GB,0,0,0.32,0.155
Sahel Sand (IRE),0,0,0.319,0.222
Fontaine Royale GB,0,0,0.552,0.318
Killbally Castle (IRE),2.583,1.387,0.533,0.395
Pallastown Gale (IRE),0,0,0.216,0.098
Lady Suntan GB,0,0,0.391,0.219
Forty Secrets (IRE),0,0,0.375,0.243
Hourly Rate GB,11.621,4.33,1,1
Doolin Lake (IRE),0,0,0.521,0.338
Nesford GB,0,0,0.785,0.631
Girseach GB,0,0,0.766,0.588
Roseowen GB,0,0,0.654,0.456
Colmans Hill (IRE),0,0,0.571,0.408
Joys Toy GB,0,0,0.524,0.277
Dalus Rose (IRE),1.937,1.205,0.555,0.417
Slieve League (IRE),0,0,0.425,0.253
Pointe Fine (FR),2.324,3.835,0.441,0.305
Hurricane Iris (IRE),0,0,0.254,0.083
Lowlack GB,1.291,2.162,0.416,0.262
Khunasira (FR),0,0,0.72,0.563
Marshalls Bridge GB,1.937,3.579,0.431,0.33
Coolnanave GB,0,0,0.585,0.357
Forty One (IRE),0,0,0.398,0.209
Romany Blues GB,0,0,0.378,0.195
Bornacurra Katie (IRE),0,0,0.351,0.141
Ar Ais Aris (IRE),0,0,0.423,0.223
The Brass Well GB,0,0,0.622,0.471
Hurricane Ceva (IRE),0,0,0.266,0.094
Lady Durgam (IRE),0,0,0.342,0.151
Sesetta GB,0,0,0.587,0.45
Winlocs Millie (USA),0,0,0.398,0.224
Undisclosed GB,1.162,1.042,0.357,0.221
Hurricane Girl (IRE),2.447,1.534,0.532,0.409
Tromeup-Sumtin GB,2.905,1.547,0.637,0.561
Gentle Pressure (IRE),2.324,1.479,0.792,0.649
Suny Castle (IRE),0,0,0.585,0.347
Got No Choice (IRE),0,0,0.097,0.017
Have A Drop (IRE),0,0,0.253,0.119
Mixed Blends GB,2.583,3.584,0.463,0.372
Carraigaloe GB,0,0,0.241,0.062
Crustadel (IRE),0,0,0.398,0.264
Shaping (IRE),1.291,1.367,0.403,0.28
Stony View (IRE),2.324,1.278,0.727,0.58
Silver Pursuit GB,2.905,2.157,0.623,0.477
Meadow Lane (IRE),0,0,0.423,0.298
Tipsy Miss (IRE),0,0,0.52,0.419
Rare Dream GB,0,0,0.545,0.298
Magic Sign (IRE),0,0,0.256,0.108
Sirajao (IRE),0,0,0,0
Style GB,0,0,0.034,0.002
Lantys Luck (IRE),0,0,0.583,0.362
Miss Wyandotte GB,1.937,2.737,0.451,0.308
Close To Home (IRE),0,0,0.373,0.153
Chatter Bug GB,0,0,0.366,0.158
Juris Prudence (IRE),0,0,0.146,0.034
Sapphire Eile GB,0,0,0.193,0.067
Sable Royale (USA),0,0,0.637,0.498
Phyl GB,0,0,0.816,0.671
Graigue Hill (IRE),0,0,0.622,0.39
Baby Caroline GB,0,0,0.361,0.157
Catch The Mouse (IRE),0,0,0.308,0.226
Kundalu GB,1.937,1.658,0.809,0.684
Molly Blaney GB,0,0,0.797,0.681
Cooleens Lady (IRE),0,0,0.52,0.343
Dantes Ville (IRE),0,0,0.512,0.351
Miss Muragara GB,0,0,0.553,0.345
Wild Venture (IRE),0,0,0.723,0.543
Dazmaz (IRE),0,0,0.335,0.126
Dancing Seer GB,0,0,0.255,0.096
Shuil Alanna GB,0,0,0.314,0.205
Flynn Choice (IRE),0,0,0.279,0.113
Galsha Girl (IRE),0,0,0.132,0.035
Kylemore Rose (IRE),0,0,0,0
Ardnasagh Rose GB,0,0,0.54,0.399
Windmill Star (IRE),0,0,0.591,0.466
Rich Pickings GB,0.83,0.748,0.632,0.513
Douriya GB,1.056,1.166,0.6,0.418
Rambling Ivy GB,0,0,0.517,0.305
Sangan Court (IRE),0,0,0.25,0.098
Deep Green GB,1.056,0.641,0.591,0.466
Tepukei River GB,0,0,0.344,0.236
Short Of A Buck (IRE),1.453,0.851,0.409,0.271
Double Buck (IRE),0,0,0.717,0.528
Dont Forget Shoka (IRE),0,0,0.579,0.369
Hazy River (IRE),0,0,0.491,0.283
Paldouna (IRE),0,0,0.322,0.166
Lashkari Rose (IRE),0,0,0.472,0.232
Nesting Time GB,0,0,0.311,0.109
Tougherthantherest I (IRE),0,0,0.056,0.003
Hamshire Gale (IRE),0,0,0.631,0.538
Guama Lass (IRE),1.453,1.375,0.502,0.36
Starlet GB,0,0,0.938,0.881
La Traviata GB,0,0,0.249,0.113
Cutting The Edge (USA),0,0,0.75,0.606
Surprise Treat (IRE),3.874,3.861,0.543,0.414
Love With Honey (USA),0,0,0.111,0.012
Violet Blue (IRE),0,0,0.286,0.165
Blossom World (IRE),8.716,3.42,0.944,0.901
Brushyglen (IRE),0,0,0.62,0.408
Site Lady (IRE),0,0,0.624,0.417
Tell No One (IRE),1.453,1.426,0.436,0.258
Paddys Team GB,3.874,3.312,0.653,0.555
Cala Cone GB,0,0,0.44,0.272
Torrential Times (IRE),11.621,5.227,1,1
Royal Oak Lady (IRE),0,0,0.51,0.355
Kims Choice GB,0,0,0.664,0.531
Happy Eliza GB,0,0,0.557,0.471
Orospring GB,0,0,0.525,0.338
Sonbere GB,0,0,0.417,0.193
Precious Flame (IRE),1.291,1.123,0.66,0.534
Roe Park (IRE),0,0,0.193,0.038
Kayanna GB,2.324,0.913,0.437,0.387
Glenview Lady GB,0,0,0.356,0.2
Ribot Ann GB,0.968,1.211,0.47,0.298
Pil Eagle (FR),7.748,2.011,0.979,0.96
Jirao GB,0,0,0.567,0.394
Karalee (IRE),2.583,4.208,0.46,0.344
Oak Court (IRE),0,0,0,0
Young Affair (IRE),2.324,1.624,0.418,0.3
Quiet Mouse (USA),2.583,1.652,0.706,0.559
Amoura (USA),2.905,2.351,0.391,0.293
Aglaia (SWI),0,0,0.444,0.268
Prima Marta GB,0,0,0.368,0.224
Flame Of Sion GB,0,0,0.307,0.145
Ronni Pancake GB,0,0,0,0
Eves Temptation (IRE),2.682,1.941,0.615,0.475
Kentucky Fall (FR),1.937,1.83,0.658,0.513
Sound Of Sleat GB,0,0,0.593,0.468
Sacahuista (USA),0,0,0.516,0.366
Amada (IRE),0,0,0.227,0.105
Capua (USA),2.324,1.19,0.539,0.394
Greenmount Lady (IRE),0,0,0.155,0.048
Cotton Grace (IRE),0,0,0.327,0.138
Disregard That (IRE),0,0,0.424,0.234
Sutton Centenary (IRE),0,0,0.157,0.043
Additive (USA),0,0,0.335,0.164
Title Roll (IRE),0.968,1.051,0.401,0.29
Chapka (IRE),3.486,2.687,0.598,0.452
Lady Alexander (IRE),2.905,1.38,0.596,0.455
Obvious Appeal (IRE),0.968,0.571,0.541,0.393
Eva Luna (USA),5.811,2.118,0.865,0.767
Tropical Lake (IRE),2.583,0.95,0.65,0.531
Troika I (USA),0,0,0.565,0.322
Missy Slew (USA),0,0,0.143,0.02
Karamiyna (IRE),1.162,1.005,0.473,0.348
Millennium Tale (FR),1.291,1.343,0.606,0.459
Moucha (FR),0,0,0.551,0.346
Gino Lady (IRE),0,0,0.264,0.133
Schust Madame (IRE),0,0,0.581,0.345
Suddenly GB,0,0,0.465,0.222
Take Charge I GB,0,0,0.684,0.506
On The Canvas (IRE),0,0,0.602,0.429
Mystery Play (IRE),0,0,0.164,0.037
Costume Drama (USA),1.66,1.069,0.64,0.493
Lady Anna Livia GB,0,0,0.558,0.354
Receptionist GB,1.453,1.659,0.461,0.313
Mixwayda (FR),1.367,1.251,0.49,0.341
Mountain Hop (IRE),0,0,0.583,0.412
Vyatka GB,5.811,1.797,0.598,0.521
Shalama (IRE),3.874,1.298,0.791,0.693
Lightstorm (IRE),0.775,0.489,0.609,0.457
Ashjaan (USA),0,0,0.449,0.257
Graceful Lass GB,0,0,0.475,0.316
Itqan (IRE),1.291,0.636,0.678,0.54
St Agnes (USA),0,0,0,0
Via Splendida (IRE),3.874,0.971,0.911,0.833
Sukeena (IRE),2.905,1.117,0.808,0.671
Ali Dreamer (IRE),0,0,0.474,0.256
Probable (IRE),1.66,1.01,0.672,0.51
Sabaah (USA),1.937,0.454,0.669,0.487
Last Exit GB,0,0,0.667,0.477
Red Lory GB,1.937,1.839,0.594,0.439
Cimeterre (IRE),0,0,0.451,0.241
Jungle Jezebel GB,0,0,0.34,0.181
Hamasah (USA),1.937,1.16,0.681,0.553
Star And Garter GB,0,0,0.354,0.191
Harvards Bay (ARG),0,0,0.483,0.285
Fair Tender GB,0,0,0.222,0.068
Liberty Song (IRE),0,0,0.297,0.114
Miss Amy R (USA),1.162,0.496,0.696,0.545
Certain Charm (USA),2.113,1.008,0.696,0.57
Zarabaya (IRE),0,0,0.604,0.398
Red Rita (IRE),0,0,0.586,0.358
Braiswick GB,11.621,3.305,1,1
Vul Gale (IRE),3.169,1.555,0.734,0.585
Rumuz (IRE),1.367,1.028,0.503,0.349
Ebadiyla (IRE),6.973,2.03,0.758,0.677
Pucks Castle GB,1.937,0.491,0.651,0.531
Woodland Melody (USA),0,0,0.125,0.016
On Air (FR),0,0,0.519,0.414
Whatyawant GB,0,0,0.388,0.158
Alshoowg (USA),2.324,0.986,0.628,0.501
Arvola GB,2.324,1.978,0.684,0.582
Uthane (FR),3.32,1.206,0.788,0.729
Kentford Tina GB,0,0,0.604,0.408
Kindly Princess (IRE),2.905,2.318,0.735,0.575
Dafwan GB,0,0,0.426,0.192
Sooty Pindus (IRE),0,0,0.577,0.354
Keshia GB,0,0,0.232,0.106
Echo Cove GB,0,0,0.151,0.035
Daras Course (IRE),0,0,0.399,0.253
Ardee Princess GB,0,0,0.156,0.04
Zalatia GB,0,0,0.622,0.439
Makati (USA),0,0,0.462,0.252
Million At Dawn (IRE),0,0,0.318,0.114
Walk On Quest (FR),5.811,5.958,0.556,0.506
Hint Of Humour (USA),1.453,0.518,0.695,0.547
Nujoom (USA),0,0,0.375,0.227
Perils Of Joy (IRE),0,0,0.393,0.215
Osirixa (FR),0,0,0.468,0.272
Auntie Tooze (USA),0,0,0,0
Heeremandi (IRE),2.905,0.971,0.584,0.434
Forever (USA),1.66,0.9,0.433,0.327
Bella Pulchella GB,0,0,0.654,0.461
Cupira (GER),0,0,0.308,0.095
Little Jane (IRE),1.453,1.355,0.422,0.245
Tansy GB,1.66,1.271,0.421,0.3
Fairy Express (IRE),1.056,1.187,0.696,0.517
Anna Maria (GER),2.324,1.621,0.74,0.601
Absolute Glee (USA),2.583,1.132,0.694,0.569
Showing Style GB,0,0,0.342,0.191
Dawn Chorus (IRE),0,0,0.697,0.572
Mashmoum GB,1.291,0.787,0.803,0.678
Camanime GB,0.83,0.918,0.546,0.37
Lady Loire GB,0,0,0.421,0.243
Racing Heart GB,0,0,0.081,0.015
Sarenara (IRE),2.324,2.603,0.323,0.246
Madam Lightfoot (USA),2.324,2.196,0.462,0.303
Adamparis GB,0,0,0.188,0.045
